"メーカーコード","メーカー名","車種コード","車種名","グレードID","グレード名","駆動方式","車両本体価格(税抜き)","認定型式","ミッション区分","積載量(kg)","乗車定員","燃料区分","排気量(cc)","車検サイクル[初回](年)","車検サイクル[2回目以降](年)","代表車種グレード(1=代表車種)","＊調達価格＊","＊登録法定費用＊","＊登録代行費用＊","＊資金管理料金＊","＊メンテナンス区分＊","＊区分状態(0=未確定、1=確定)＊"
"1","トヨタ","69","ノア","9673","Ｇ","ＦＦ","2447619","DBA-ZRR80G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9674","Ｇ","４ＷＤ","2638095","DBA-ZRR85G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9675","Ｘ","ＦＦ","2285714","DBA-ZRR80G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9676","Ｘ","４ＷＤ","2476190","DBA-ZRR85G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9677","Ｘ","ＦＦ","2257143","DBA-ZRR80G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9678","Ｘ","４ＷＤ","2447619","DBA-ZRR85G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9679","Ｘ　Ｖパッケージ","ＦＦ","2104762","DBA-ZRR80G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9680","Ｘ　Ｖパッケージ","４ＷＤ","2295238","DBA-ZRR85G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9681","Ｘ　Ｖパッケージ","ＦＦ","2076190","DBA-ZRR80G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","9682","Ｘ　Ｖパッケージ","４ＷＤ","2266667","DBA-ZRR85G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","69","ノア","64614","Ｘ　ディライトプラス","ＦＦ","2368572","DBA-ZRR80G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","69","ノア","64615","Ｘ　ディライトプラス","ＦＦ","2397143","DBA-ZRR80G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","69","ノア","64616","Ｘ　ディライトプラス","４ＷＤ","2559048","DBA-ZRR85G","CVT","-","8","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","69","ノア","64617","Ｘ　ディライトプラス","４ＷＤ","2587619","DBA-ZRR85G","CVT","-","7","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","76","ハイエースワゴン","4040","グランドキャビン　スーパーロング","ＦＲ","3230000","CBA-TRH224W","AT","-","10","無鉛レギュラーガソリン","2693","3","2","0","0","0","0","0","2F","1"
"1","トヨタ","76","ハイエースワゴン","4041","ワイド　ＧＬ　ロング　ミドルルーフ","ＦＲ","2713636","CBA-TRH214W","AT","-","10","無鉛レギュラーガソリン","2693","3","2","0","0","0","0","0","2F","1"
"1","トヨタ","76","ハイエースワゴン","4042","ワイド　ＤＸ　ロング　ミドルルーフ","ＦＲ","2474545","CBA-TRH214W","AT","-","10","無鉛レギュラーガソリン","2693","3","2","1","0","0","0","0","2F","1"
"1","トヨタ","76","ハイエースワゴン","4043","グランドキャビン　スーパーロング","４ＷＤ","3511818","CBA-TRH229W","AT","-","10","無鉛レギュラーガソリン","2693","3","2","0","0","0","0","0","2F","1"
"1","トヨタ","76","ハイエースワゴン","4044","ワイド　ＧＬ　ロング　ミドルルーフ","４ＷＤ","2995455","CBA-TRH219W","AT","-","10","無鉛レギュラーガソリン","2693","3","2","0","0","0","0","0","2F","1"
"1","トヨタ","76","ハイエースワゴン","4045","ワイド　ＤＸ　ロング　ミドルルーフ","４ＷＤ","2756364","CBA-TRH219W","AT","-","10","無鉛レギュラーガソリン","2693","3","2","1","0","0","0","0","2F","1"
"1","トヨタ","79","ハリアー","8969","プレミアム　アドバンスパッケージ","ＦＦ","3428571","DBA-ZSU60W","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","79","ハリアー","8970","プレミアム","ＦＦ","2904762","DBA-ZSU60W","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","79","ハリアー","8971","エレガンス","ＦＦ","2666667","DBA-ZSU60W","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","79","ハリアー","8972","グランド","ＦＦ","2590476","DBA-ZSU60W","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","79","ハリアー","8973","プレミアム　アドバンスドパッケージ","４ＷＤ","3608571","DBA-ZSU65W","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","79","ハリアー","8974","プレミアム","４ＷＤ","3084762","DBA-ZSU65W","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","79","ハリアー","8975","エレガンス","４ＷＤ","2846667","DBA-ZSU65W","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","79","ハリアー","8976","グランド","４ＷＤ","2770476","DBA-ZSU65W","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","79","ハリアー","64246","エレガンス　Ｇ’ｓ","ＦＦ","3047273","DBA-ZSU60W","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","79","ハリアー","64247","エレガンス　Ｇ’ｓ","４ＷＤ","3227273","DBA-ZSU65W","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","0"
"1","トヨタ","84","プリウス","4482","Ｇ","ＦＦ","2400000","DAA-ZVW30","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C-H","1"
"1","トヨタ","84","プリウス","4483","Ｇ　ツーリングセレクション","ＦＦ","2590476","DAA-ZVW30","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C-H","1"
"1","トヨタ","84","プリウス","4484","Ｇ　ツーリングセレクション　レザーパッケージ","ＦＦ","3180952","DAA-ZVW30","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C-H","1"
"1","トヨタ","84","プリウス","4485","Ｓ","ＦＦ","2209524","DAA-ZVW30","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C-H","1"
"1","トヨタ","84","プリウス","4486","Ｓ　ツーリングセレクション","ＦＦ","2400000","DAA-ZVW30","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C-H","1"
"1","トヨタ","84","プリウス","4487","Ｌ","ＦＦ","2066667","DAA-ZVW30","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C-H","1"
"1","トヨタ","84","プリウス","7772","Ｓ　マイコーデ","ＦＦ","2314286","DAA-ZVW30","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C-H","1"
"1","トヨタ","84","プリウス","7773","Ｓ　ツーリングセレクション　マイコーデ","ＦＦ","2504762","DAA-ZVW30","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C-H","1"
"1","トヨタ","86","プレミオ","300","１．５Ｆ","ＦＦ","1710909","DBA-NZT260","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","1","0","0","0","0","2B","1"
"1","トヨタ","86","プレミオ","301","１．５Ｆ　Ｌパッケージ","ＦＦ","1815455","DBA-NZT260","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","86","プレミオ","303","１．８Ｘ","ＦＦ","1839091","DBA-ZRT260","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","86","プレミオ","304","１．８Ｘ　ＥＸパッケージ","ＦＦ","2168182","DBA-ZRT260","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","86","プレミオ","305","１．８Ｘ　Ｌパッケージ","ＦＦ","1963636","DBA-ZRT260","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","86","プレミオ","307","２．０Ｇ","ＦＦ","2115455","DBA-ZRT261","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","86","プレミオ","310","１．８Ｘ","４ＷＤ","2019091","DBA-ZRT265","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","86","プレミオ","311","１．８Ｘ　ＥＸパッケージ","４ＷＤ","2338182","DBA-ZRT265","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","86","プレミオ","312","１．８Ｘ　Ｌパッケージ","４ＷＤ","2143636","DBA-ZRT265","CVT","-","5","無鉛レギュラーガソリン","1797","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","86","プレミオ","5527","２．０Ｇ　スペリアパッケージ","ＦＦ","2630000","DBA-ZRT261","CVT","-","5","無鉛レギュラーガソリン","1986","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","86","プレミオ","8011","１．５Ｆ　ＥＸパッケージ","ＦＦ","1962727","DBA-NZT260","CVT","-","5","無鉛レギュラーガソリン","1496","3","2","0","0","0","0","0","2B","1"
"1","トヨタ","97","ランドクルーザー","4376","ＡＸ","４ＷＤ","4619048","CBA-URJ202W","AT","-","8","無鉛プレミアムガソリン","4608","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","97","ランドクルーザー","4377","ＡＸ　Ｇセレクション","４ＷＤ","5285714","CBA-URJ202W","AT","-","8","無鉛プレミアムガソリン","4608","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","97","ランドクルーザー","4378","ＺＸ","４ＷＤ","6047619","CBA-URJ202W","AT","-","8","無鉛プレミアムガソリン","4608","3","2","1","0","0","0","0","2G","1"
"1","トヨタ","97","ランドクルーザー","5768","ＧＸ","４ＷＤ","4190476","CBA-URJ202W","AT","-","5","無鉛プレミアムガソリン","4608","3","2","1","0","0","0","0","2G","1"
"1","トヨタ","97","ランドクルーザー","63641","ＺＸ　ブルーノクロス","４ＷＤ","6336364","CBA-URJ202W","AT","-","8","無鉛プレミアムガソリン","4608","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","102","クラウンコンフォート","322","デラックス","ＦＲ","2326000","DBA-TSS10","AT","-","5","ＬＰＧ","1998","3","2","0","0","0","0","0","2C","1"
"1","トヨタ","102","クラウンコンフォート","323","デラックス　Ａパッケージ","ＦＲ","2266000","DBA-TSS10","AT","-","5","ＬＰＧ","1998","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","102","クラウンコンフォート","324","スタンダード","ＦＲ","2106000","DBA-TSS10","AT","-","5","ＬＰＧ","1998","3","2","1","0","0","0","0","2C","1"
"1","トヨタ","106","ランドクルーザープラド","4878","ＴＺ－Ｇ","４ＷＤ","4666667","CBA-GRJ151W","AT","-","7","無鉛レギュラーガソリン","3955","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","106","ランドクルーザープラド","4879","ＴＺ","４ＷＤ","4047619","CBA-GRJ150W","AT","-","7","無鉛レギュラーガソリン","3955","3","2","0","0","0","0","0","2G","1"
"1","トヨタ","106","ランドクルーザープラド","4881","ＴＸ　Ｌパッケージ","４ＷＤ","3590476","CBA-TRJ150W","AT","-","7","無鉛レギュラーガソリン","2693","3","2","1","0","0","0","0","2F","1"
"1","トヨタ","106","ランドクルーザープラド","4882","ＴＸ","４ＷＤ","3171429","CBA-TRJ150W","AT","-","7","無鉛レギュラーガソリン","2693","3","2","0","0","0","0","0","2F","1"
"1","トヨタ","106","ランドクルーザープラド","4883","ＴＸ","４ＷＤ","3028571","CBA-TRJ150W","AT","-","5","無鉛レギュラーガソリン","2693","3","2","1","0","0","0","0","2F","1"
"1","トヨタ","106","ランドクルーザープラド","8686","ＴＸ　Ｌパッケージ","４ＷＤ","3447619","CBA-TRJ150W","AT","-","5","無鉛レギュラーガソリン","2693","3","2","0","0","0","0","0","2F","1"
"1","トヨタ","106","ランドクルーザープラド","63642","ＴＸ　アルジェントクロス","４ＷＤ","3245455","CBA-TRJ150W","AT","-","7","無鉛レギュラーガソリン","2693","3","2","0","0","0","0","0","2F","1"
"1","トヨタ","106","ランドクルーザープラド","63643","ＴＸ　アルジェントクロス","４ＷＤ","3101818","CBA-TRJ150W","AT","-","5","無鉛レギュラーガソリン","2693","3","2","0","0","0","0","0","2F","1"
"1","トヨタ","110","レジアスエースバン","9743","ＤＸ　ロング","ＦＲ","2046364","CBF-TRH200V","AT","1250","6","無鉛レギュラーガソリン","1998","2","1","1","0","0","0","0","3B","1"
"1","トヨタ","110","レジアスエースバン","9744","ＤＸ　ロング","４ＷＤ","2824545","LDF-KDH206V","AT","1000","6","軽油","2982","2","1","1","0","0","0","0","3C-D","1"
"1","トヨタ","130","ハイエースバン","9643","ＤＸ　ロング","ＦＲ","2046364","CBF-TRH200V","AT","1250","6","無鉛レギュラーガソリン","1998","2","1","1","0","0","0","0","3B","1"
"1","トヨタ","130","ハイエースバン","9644","ＤＸ　ロング","４ＷＤ","2824545","LDF-KDH206V","AT","1000","6","軽油","2982","2","1","1","0","0","0","0","3C-D","1"
"1","トヨタ","132","ライトエースバン","9753","ＧＬ","ＦＲ","1674545","DBF-S402M","AT","750","5","無鉛レギュラーガソリン","1495","2","1","1","0","0","0","0","3A","1"
"1","トヨタ","132","ライトエースバン","9754","ＧＬ","ＦＲ","1593636","DBF-S402M","MT","750","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","132","ライトエースバン","9755","ＤＸ","ＦＲ","1531818","DBF-S402M","AT","750","5","無鉛レギュラーガソリン","1495","2","1","1","0","0","0","0","3A","1"
"1","トヨタ","132","ライトエースバン","9756","ＤＸ","ＦＲ","1450909","DBF-S402M","MT","750","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","132","ライトエースバン","9757","ＧＬ","４ＷＤ","1930909","DBF-S412M","AT","700","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","132","ライトエースバン","9758","ＧＬ","４ＷＤ","1850000","DBF-S412M","MT","700","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","132","ライトエースバン","9759","ＤＸ","４ＷＤ","1797273","DBF-S412M","AT","700","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","132","ライトエースバン","9760","ＤＸ","４ＷＤ","1716364","DBF-S412M","MT","700","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","134","タウンエースバン","9745","ＧＬ","ＦＲ","1674545","DBF-S402M","AT","750","5","無鉛レギュラーガソリン","1495","2","1","1","0","0","0","0","3A","1"
"1","トヨタ","134","タウンエースバン","9746","ＧＬ","ＦＲ","1593636","DBF-S402M","MT","750","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","134","タウンエースバン","9747","ＤＸ","ＦＲ","1531818","DBF-S402M","AT","750","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","134","タウンエースバン","9748","ＤＸ","ＦＲ","1450909","DBF-S402M","MT","750","5","無鉛レギュラーガソリン","1495","2","1","1","0","0","0","0","3A","1"
"1","トヨタ","134","タウンエースバン","9749","ＧＬ","４ＷＤ","1930909","DBF-S412M","AT","700","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","134","タウンエースバン","9750","ＧＬ","４ＷＤ","1850000","DBF-S412M","MT","700","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","134","タウンエースバン","9751","ＤＸ","４ＷＤ","1797273","DBF-S412M","AT","700","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
"1","トヨタ","134","タウンエースバン","9752","ＤＸ","４ＷＤ","1716364","DBF-S412M","MT","700","5","無鉛レギュラーガソリン","1495","2","1","0","0","0","0","0","3A","1"
